blockchain_service_memory_alloc_bytes (bytes),blockchain_service_memory_num_gc,blockchain_service_memory_sys_bytes (bytes),blockchain_service_memory_total_alloc_bytes (bytes),blockchain_service_timestamp,scenario_dataset_name,scenario_ipfs_enabled,scenario_max_iterations (iterations),scenario_max_rollbacks (rollbacks),scenario_num_clients (clients),scenario_target_accuracy (%),system_cpu_total_time_seconds (seconds),system_disk_total_bytes_read (bytes),system_disk_total_bytes_written (bytes),system_duration_seconds (seconds),system_memory_avg_used_bytes (bytes),system_memory_max_used_bytes (bytes),system_memory_min_used_bytes (bytes),system_network_total_bytes_recv (bytes),system_network_total_bytes_sent (bytes),system_sample_count (operations),timing_blockchain_get_most_recent_rollback_duration (seconds),timing_blockchain_get_most_recent_rollback_found,timing_blockchain_get_most_recent_rollback_total_duration (seconds),timing_blockchain_get_provenance_duration (seconds),timing_blockchain_get_provenance_model_version_id,timing_blockchain_get_provenance_total_duration (seconds),timing_blockchain_list_models_duration (seconds),timing_blockchain_list_models_total,timing_blockchain_list_models_total_duration (seconds),timing_blockchain_record_validation_duration (seconds),timing_blockchain_record_validation_model_version_id,timing_blockchain_record_validation_total_duration (seconds),timing_blockchain_record_validation_transaction_id,timing_blockchain_register_duration (seconds),timing_blockchain_register_iteration,timing_blockchain_register_model_version_id,timing_blockchain_register_total_duration (seconds),timing_blockchain_register_transaction_id,timing_fedavg_aggregation_duration (seconds),timing_fedavg_aggregation_excluded_clients,timing_fedavg_aggregation_iteration,timing_fedavg_aggregation_num_clients (clients),timing_fedavg_aggregation_total_duration (seconds),timing_fedavg_aggregation_total_samples,timing_ipfs_download_cid,timing_ipfs_download_context,timing_ipfs_download_duration (seconds),timing_ipfs_download_model_version_id,timing_ipfs_download_parent_version_id,timing_ipfs_download_size_bytes (bytes),timing_ipfs_download_total_duration (seconds),timing_ipfs_upload_cid,timing_ipfs_upload_duration (seconds),timing_ipfs_upload_model_version_id,timing_ipfs_upload_size_bytes (bytes),timing_ipfs_upload_total_duration (seconds),timing_model_validation_accuracy (%),timing_model_validation_duration (seconds),timing_model_validation_loss (value),timing_model_validation_model_version_id,timing_model_validation_total_duration (seconds),timing_sample_index
752016,13,13343760,35248208,2026-02-12T21:05:48Z,caltech101,true,100,10,10,98.000000,6.440000,0,1216512,0.541914,5769199616.000000,5774925824,5763473408,9945535,9799790,2,0.001575,false,0.001575,0.000645,model_v1_1770928718_c37d777f,0.000645,0.003423,2,0.003423,0.001452,model_v21_1770930342_811d4f19,0.001452,tx_validation_model_v21_1770930342_811d4f19,0.001157,21,model_v21_1770930342_811d4f19,0.001157,a09c4ba7d6fc75f3cde10d60faf00aa185ea4b9e50e299ee85d0b8034caa619d,4.395476,0,21,10,4.395476,6942,QmVL3iz6db2t62up5iFc66o9Hqx1eaNVxksGqHuxY6Qtx1,,0.318442,,,9788061,0.318442,QmaQMok5AGdiNSk5XzRyYrEshrPxyBCVRQeZpvuqP5Eh2C,0.020099,model_v21_1770930342_811d4f19,9762026,0.020099,42.626728,4.575026,26.972509,model_v21_1770930342_811d4f19,4.575026,20
1069344,14,13343760,38251760,2026-02-12T21:07:09Z,caltech101,true,100,10,10,98.000000,7.040000,0,1196032,0.595586,5775642624.000000,5792350208,5758935040,10635418,9824476,2,0.001330,false,0.001330,0.000708,model_v0_initial_1770928645_a2751f39,0.000708,0.005572,2,0.005572,0.001997,model_v22_1770930421_76cdc9fd,0.001997,tx_validation_model_v22_1770930421_76cdc9fd,0.001437,22,model_v22_1770930421_76cdc9fd,0.001437,f19126c82908f97ec25a8dfffd7a1360155e3e0236e561d2e75ccac792c10f00,5.056067,0,22,10,5.056067,6942,QmWUjo1oDDdAJmtZgZWwPtkJMP2kapB29ZXzET5vyHmdP9,,0.349476,,,9787656,0.349476,QmbnFbkVhnNwWo4ixTbRm6ScUa6r65QPhQFzWNsXaepiov,0.032017,model_v22_1770930421_76cdc9fd,9760812,0.032017,43.202765,6.377646,26.708038,model_v22_1770930421_76cdc9fd,6.377646,21
1609376,15,13343760,41589328,2026-02-12T21:09:39Z,caltech101,true,100,10,10,98.000000,6.590000,0,901120,0.557057,5753845760.000000,5773205504,5734486016,10017988,9839768,2,0.001490,false,0.001490,0.000606,model_v1_1770928718_c37d777f,0.000606,0.008805,2,0.008805,0.001728,model_v23_1770930573_b01b2c31,0.001728,tx_validation_model_v23_1770930573_b01b2c31,0.001558,23,model_v23_1770930573_b01b2c31,0.001558,9c8c410acdedb8a24c0ee8c0ea9be7768eb66648d3ffdea504200e1c6c6cfe29,4.796570,0,23,10,4.796570,6942,QmQoKYzeZDc4YDsAPuFt2UDMJQm2XzfhbTp62nCzXc6J6k,,0.339723,,,9787811,0.339723,QmccKpFf1P363tKGAT9Wak7WhVRD5CAXhyPYZfeBdysZjZ,0.036995,model_v23_1770930573_b01b2c31,9759574,0.036995,43.663594,4.541805,26.877540,model_v23_1770930573_b01b2c31,4.541805,22
1890880,16,13343760,44723864,2026-02-12T21:10:59Z,caltech101,true,100,10,10,98.000000,7.630000,0,1220608,0.648133,5811738624.000000,5830721536,5792755712,9945773,9829313,2,0.001341,false,0.001341,0.001629,model_v0_initial_1770928645_a2751f39,0.001629,0.001938,2,0.001938,0.001218,model_v24_1770930653_c667472b,0.001218,tx_validation_model_v24_1770930653_c667472b,0.001459,24,model_v24_1770930653_c667472b,0.001459,9a9596aa0dff7ac1f1861ea0d0d77466e24d278b160b45c4582a5d5cb4d9ac52,4.773095,0,24,10,4.773095,6942,QmUQD9X2tD536bPUbsNNbZb8Q3jdFiC5DyrZ3YhANPuhND,,0.313758,,,9788543,0.313758,QmZWg7N7m49U56QhtzxxCzF8fbzTjWhbcasrotAAQsovxQ,0.020022,model_v24_1770930653_c667472b,9758095,0.020022,44.066820,4.536660,27.050740,model_v24_1770930653_c667472b,4.536660,23
2736160,17,13343760,48257704,2026-02-12T21:12:18Z,caltech101,true,100,10,10,98.000000,6.690000,0,946176,0.568212,5841682432.000000,5862395904,5820968960,9959326,9811408,2,0.001278,false,0.001278,0.001544,model_v1_1770928718_c37d777f,0.001544,0.006251,2,0.006251,0.001370,model_v25_1770930732_ec664a98,0.001370,tx_validation_model_v25_1770930732_ec664a98,0.001212,25,model_v25_1770930732_ec664a98,0.001212,acfae1e3319cb44f6b7ec41b8fb0139f1c16ab62893ae36630a9f0289937ac9d,4.435942,0,25,10,4.435942,6942,QmTXP3Nc7jFzuHBoc3ZUvWyjxSy6PrxfyqfxjUmZooifBP,blockchain_write,0.348954,,,9788802,0.348954,QmTdYe39xRePSRLQTAmKpWjR5fHY5aCkbPt5ru4LCkKkXz,0.027053,model_v25_1770930732_ec664a98,9757156,0.027053,44.354839,4.406701,27.152824,model_v25_1770930732_ec664a98,4.406701,24
3279104,18,13343760,51707720,2026-02-12T21:13:37Z,caltech101,true,100,10,10,98.000000,6.540000,0,1142784,0.557156,5907800064.000000,5908545536,5907054592,9988651,9795421,2,0.001361,false,0.001361,0.001765,model_v1_1770928718_c37d777f,0.001765,0.008061,2,0.008061,0.001273,model_v26_1770930811_b7ff825f,0.001273,tx_validation_model_v26_1770930811_b7ff825f,0.002298,26,model_v26_1770930811_b7ff825f,0.002298,0bd27027bb44fd5012b5caed727f8014488ee6cdc4a0f88573a0157aefbff2a6,4.932153,0,26,10,4.932153,6942,QmTXP3Nc7jFzuHBoc3ZUvWyjxSy6PrxfyqfxjUmZooifBP,,0.353117,model_v2_1770928801_a84afd7c,,9788802,0.353117,QmWTSC1fPaC5movVRhSEXWTWd918tX5KQM1UWrFD9fU1KX,0.032270,model_v26_1770930811_b7ff825f,9756131,0.032270,44.873272,4.441364,27.678521,model_v26_1770930811_b7ff825f,4.441364,25
3176104,19,13343760,54599760,2026-02-12T21:15:08Z,caltech101,true,100,10,10,98.000000,7.080000,0,1114112,0.600637,5837447168.000000,5849268224,5825626112,9947204,9802696,2,0.001828,false,0.001828,0.006510,model_v2_1770928801_a84afd7c,0.006510,0.005094,2,0.005094,0.001704,model_v27_1770930902_cdfb0b0b,0.001704,tx_validation_model_v27_1770930902_cdfb0b0b,0.001493,27,model_v27_1770930902_cdfb0b0b,0.001493,478a1843bb4ca97d1cd7eea476983128ef6d7ed7398847cf10010d88c64541db,4.867184,0,27,10,4.867184,6942,QmbvRGYtDc8z4LocNRGWBfmgkeqoNWH6Up4d1hLXKYrPdm,,0.338836,,,9788830,0.338836,QmSWKd869wufd4KPKdN3D5MGQZBWJ8Zgtz5Rv7pLRXki8o,0.098088,model_v27_1770930902_cdfb0b0b,9754404,0.098088,45.103687,4.608231,29.003507,model_v27_1770930902_cdfb0b0b,4.608231,26
1199632,20,13343760,55356984,2026-02-12T21:16:31Z,caltech101,true,100,10,10,98.000000,7.530000,24576,1163264,0.649212,5904183296.000000,5952077824,5856288768,9994837,9796572,2,0.001401,false,0.001401,0.001543,model_v2_1770928801_a84afd7c,0.001543,0.004923,2,0.004923,0.002438,model_v28_1770930984_9c1162cf,0.002438,tx_validation_model_v28_1770930984_9c1162cf,0.001748,28,model_v28_1770930984_9c1162cf,0.001748,c19318cbaafe4128af55bcb65557cd6d409fbffbcfcfe387c808a27075cdcd67,4.907627,0,28,10,4.907627,6942,QmUp6j7ANqg6ywEKCPQWL89itaDt4J9eGxHUWmDAS9Tm9o,parent_weights,0.321730,,model_v1_1770928718_c37d777f,9788634,0.321730,QmVkam4TyURD6EtrEPvqmAQsbYUBoPwFJcwxNoQPHmHJHx,0.021188,model_v28_1770930984_9c1162cf,9754010,0.021188,45.103687,4.958095,29.739560,model_v28_1770930984_9c1162cf,4.958095,27
1137344,21,13343760,56286584,2026-02-12T21:17:52Z,caltech101,true,100,10,10,98.000000,7.520000,131072,1191936,0.634600,5871867904.000000,5890027520,5853708288,9930071,9789109,2,0.003557,false,0.003557,0.004176,model_v2_1770928801_a84afd7c,0.004176,0.003693,2,0.003693,0.001557,model_v29_1770931066_f618e6ce,0.001557,tx_validation_model_v29_1770931066_f618e6ce,0.001546,29,model_v29_1770931066_f618e6ce,0.001546,27a4da0b12404b544ac7d3fb490745245010da1845135f5ba8815c9b4c95c985,5.047393,0,29,10,5.047393,6942,QmcebrgQF91HYCpo9femgnVZ21t1Qduc8pBJt1UxAS1FRi,,0.329843,,,9788383,0.329843,QmQ32URfoYpFGxVhbvTZzPRhb7ET7RZkvBxXCf3f9cbAFx,0.030450,model_v29_1770931066_f618e6ce,9752823,0.030450,45.391705,4.848926,30.521743,model_v29_1770931066_f618e6ce,4.848926,28
979056,22,13343760,58863392,2026-02-12T21:19:16Z,caltech101,true,100,10,10,98.000000,9.260000,0,1019904,0.786921,5832333312.000000,5841199104,5823467520,9993584,9797571,2,0.001473,false,0.001473,0.014551,model_v2_1770928801_a84afd7c,0.014551,0.002956,2,0.002956,0.001541,model_v30_1770931150_0ed15853,0.001541,tx_validation_model_v30_1770931150_0ed15853,0.002576,30,model_v30_1770931150_0ed15853,0.002576,cf0d846fab44950b3e00c9048e2528bf5c5a24f3cdaf1d81a431d582da03a351,5.102790,0,30,10,5.102790,6942,QmbfHpXCpSDU3qZVZpue5eeRPA34DSzSd2zBsE7UN3Xy5k,,0.328378,,,9787442,0.328378,Qmc4meVFQriEJAQB62EnVcjsjoqAqayeCYXmFrf4Pot6Et,0.040549,model_v30_1770931150_0ed15853,9752163,0.040549,44.642857,4.657308,32.782022,model_v30_1770931150_0ed15853,4.657308,29
1550736,22,13343760,59435072,2026-02-12T21:20:37Z,caltech101,true,100,10,10,98.000000,6.920000,0,942080,0.587655,5891364864.000000,5901553664,5881176064,9958772,9796844,2,0.001744,false,0.001744,0.033240,model_v2_1770928801_a84afd7c,0.033240,0.002121,2,0.002121,0.001420,model_v31_1770931231_185ef3ce,0.001420,tx_validation_model_v31_1770931231_185ef3ce,0.001553,31,model_v31_1770931231_185ef3ce,0.001553,2304116d77d8e21ec26ccad1eaf2d893871539cadeef83ae20b187d87b0214e6,4.871622,0,31,10,4.871622,6942,QmRT8ZxcvLEithqsJWXD9RQhig3G3fWWAgsCh28F9LgxYi,,0.311347,,,9789191,0.311347,QmcjHwaFizn1iruUAdtpTU999FsG8SDfZGKDUp4wrb8mUD,0.031144,model_v31_1770931231_185ef3ce,9750888,0.031144,44.815668,4.758755,34.092967,model_v31_1770931231_185ef3ce,4.758755,30
1099264,23,13343760,60181888,2026-02-12T21:21:58Z,caltech101,true,100,10,10,98.000000,8.860000,0,892928,0.766048,5891221504.000000,5894553600,5887889408,10368081,9809711,2,0.001810,false,0.001810,0.009290,model_v2_1770928801_a84afd7c,0.009290,0.002218,2,0.002218,0.001372,model_v32_1770931312_e3a58786,0.001372,tx_validation_model_v32_1770931312_e3a58786,0.001185,32,model_v32_1770931312_e3a58786,0.001185,a56b849aa062c3315376f4c171b4bf389cfd6ff729a0bd32534cd45cc9d24c13,4.783831,0,32,10,4.783831,6942,QmZRHLKBoDLqG8hrLW6MX6YLQ2eXKPUkN95xNAZK6X8qKu,,0.308748,,,9788446,0.308748,QmZ7ywXoGA6B8uwQxXXL6qi1YGmunW49KeESrD7qxK6ZWF,0.022471,model_v32_1770931312_e3a58786,9749383,0.022471,44.642857,4.495595,35.172702,model_v32_1770931312_e3a58786,4.495595,31
719048,24,13343760,61058864,2026-02-12T21:23:18Z,caltech101,true,100,10,10,98.000000,7.140000,0,3338240,0.606643,5813194752.000000,5820022784,5806366720,10042546,9791189,2,0.001604,false,0.001604,0.008596,model_v2_1770928801_a84afd7c,0.008596,0.000795,2,0.000795,0.001266,model_v33_1770931392_51fd15e6,0.001266,tx_validation_model_v33_1770931392_51fd15e6,0.001315,33,model_v33_1770931392_51fd15e6,0.001315,7cd0e9f3a0dcc84979be78b5d329668172cbf9eb833f2a85698382ca23477d00,4.405529,0,33,10,4.405529,6942,QmcebrgQF91HYCpo9femgnVZ21t1Qduc8pBJt1UxAS1FRi,,0.326860,,,9788383,0.326860,QmXuUbEsb52bVDMEzTExoxNNhsahqPs9p2PFD2Z614fag7,0.033396,model_v33_1770931392_51fd15e6,9748685,0.033396,44.873272,4.531406,34.912676,model_v33_1770931392_51fd15e6,4.531406,32
902040,25,13343760,63762488,2026-02-12T21:24:38Z,caltech101,true,100,10,10,98.000000,6.770000,0,1232896,0.573322,5805342720.000000,5823111168,5787574272,9849953,9776163,2,0.001281,false,0.001281,0.009030,model_v2_1770928801_a84afd7c,0.009030,0.002757,3,0.002757,0.001684,model_v34_1770931472_1ab4eccc,0.001684,tx_validation_model_v34_1770931472_1ab4eccc,0.001425,34,model_v34_1770931472_1ab4eccc,0.001425,1a8f102a0dff08834d71425495bb06735cea129d09bf8b530a5985b8722bd642,4.434787,0,34,10,4.434787,6942,QmbfHpXCpSDU3qZVZpue5eeRPA34DSzSd2zBsE7UN3Xy5k,,0.306370,,,9787442,0.306370,QmYT7Fa9EPM8HkpzGdEhTjksJTvCNaDTCQUmLq2dPE9fDW,0.020478,model_v34_1770931472_1ab4eccc,9747929,0.020478,45.564516,4.484425,33.391240,model_v34_1770931472_1ab4eccc,4.484425,33
2996936,25,13343760,65857384,2026-02-12T21:25:55Z,caltech101,true,100,10,10,98.000000,6.610000,0,2732032,0.561272,5856174080.000000,5872365568,5839982592,10032256,9806921,2,0.001335,false,0.001335,0.013143,model_v2_1770928801_a84afd7c,0.013143,0.013947,3,0.013947,0.001379,model_v35_1770931550_3f231b25,0.001379,tx_validation_model_v35_1770931550_3f231b25,0.001133,35,model_v35_1770931550_3f231b25,0.001133,0b02a735995a69a7a350368fc9a009656e77b8d8ec75fe135a520b615ce7d32c,4.536136,0,35,10,4.536136,6942,QmTkNjHm2bxspnpHQVTCgfKqudjVex49Xur3Eqzt7FQjkA,,0.324159,,,9788196,0.324159,QmUUnJyB8CAAXSZkQ27S7R2zxd4KZirWw7nzHABS8VBS2s,0.022215,model_v35_1770931550_3f231b25,9747319,0.022215,46.370968,4.482345,33.065922,model_v35_1770931550_3f231b25,4.482345,34
1668976,26,13343760,67193000,2026-02-12T21:28:25Z,caltech101,true,100,10,10,98.000000,6.760000,0,978944,0.572323,5891762176.000000,5908492288,5875032064,9977020,9794788,2,0.001934,false,0.001934,0.012318,model_v2_1770928801_a84afd7c,0.012318,0.002726,3,0.002726,0.001366,model_v36_1770931698_45b24dfc,0.001366,tx_validation_model_v36_1770931698_45b24dfc,0.001247,36,model_v36_1770931698_45b24dfc,0.001247,dc07b90b36dfba497dcb2f96db9b81a855c0d16a278b29e38abde5079a67ac5b,4.582207,0,36,10,4.582207,6942,QmP2BArw1CTsVyhLi9asCCnMtuUmcWxbDfV6kA3uc4E8Fq,,0.314143,,,9787756,0.314143,QmWn1p7MsUSzh26JpPsxe65o3p9x9teUQEt4xafegJ7pGi,0.026170,model_v36_1770931698_45b24dfc,9746060,0.026170,46.198157,5.169230,33.508263,model_v36_1770931698_45b24dfc,5.169230,35
983640,28,13343760,71887736,2026-02-12T21:29:55Z,caltech101,true,100,10,10,98.000000,7.680000,0,1089536,0.660029,5821405184.000000,5829402624,5813407744,9848243,9771775,2,0.002153,false,0.002153,0.014599,model_v2_1770928801_a84afd7c,0.014599,0.022767,3,0.022767,0.001658,model_v37_1770931788_72d026b8,0.001658,tx_validation_model_v37_1770931788_72d026b8,0.002900,37,model_v37_1770931788_72d026b8,0.002900,3a543281cc2bc67b32605a8c3d8be7628d28f0964e9fb07dbeb3032571f2ef6d,4.611427,0,37,10,4.611427,6942,QmP2BArw1CTsVyhLi9asCCnMtuUmcWxbDfV6kA3uc4E8Fq,,0.322205,,,9787756,0.322205,QmcTmXoh7fXjqNUDyu4KEKauCy5DjPxsvRXFbX7gChAG6S,0.025941,model_v37_1770931788_72d026b8,9745375,0.025941,46.658986,5.017475,35.435894,model_v37_1770931788_72d026b8,5.017475,36
1904848,29,13343760,75616888,2026-02-12T21:31:24Z,caltech101,true,100,10,10,98.000000,6.920000,0,991232,0.584208,5856393216.000000,5872513024,5840273408,9978576,9793718,2,0.001656,false,0.001656,0.008281,model_v2_1770928801_a84afd7c,0.008281,0.003531,3,0.003531,0.001776,model_v38_1770931878_04f2e4b9,0.001776,tx_validation_model_v38_1770931878_04f2e4b9,0.001181,38,model_v38_1770931878_04f2e4b9,0.001181,6783abaacb1742a6d99675b2ad3c34625244e08eca04912c8ba08e8442f63ecc,4.701237,0,38,10,4.701237,6942,QmZRHLKBoDLqG8hrLW6MX6YLQ2eXKPUkN95xNAZK6X8qKu,,0.322415,,,9788446,0.322415,QmTiK5jj6vcpgC8urpYCeA5EAtU1x5emxsJh1E1rPMZPK2,0.023692,model_v38_1770931878_04f2e4b9,9744676,0.023692,46.889401,4.650522,38.117714,model_v38_1770931878_04f2e4b9,4.650522,37
2158152,31,13343760,80814920,2026-02-12T21:32:52Z,caltech101,true,100,10,10,98.000000,6.810000,0,872448,0.580018,5866594304.000000,5904826368,5828362240,9910283,9829502,2,0.002141,false,0.002141,0.030005,model_v2_1770928801_a84afd7c,0.030005,0.003556,3,0.003556,0.001476,model_v39_1770931966_458cbbfe,0.001476,tx_validation_model_v39_1770931966_458cbbfe,0.001490,39,model_v39_1770931966_458cbbfe,0.001490,1fd5181a824c97f55152862157630303da7275ed38de3238c51ba963c17ed960,4.744367,0,39,10,4.744367,6942,QmZ5PVWeo3jaTarCyU4B9C4Aty7GcDsuFe8FgLPqsDXAD5,blockchain_write,0.337275,,,9789637,0.337275,QmeKtFwcBShSP2HUKAydBdRE1wjgc7Vj2nXf94hEgmWWMK,0.033187,model_v39_1770931966_458cbbfe,9743593,0.033187,46.889401,4.807491,38.632546,model_v39_1770931966_458cbbfe,4.807491,38
1241104,33,13343760,84744736,2026-02-12T21:34:15Z,caltech101,true,100,10,10,98.000000,7.730000,0,913408,0.665158,5955373056.000000,5991993344,5918752768,9956935,9774951,2,0.001404,false,0.001404,0.010705,model_v2_1770928801_a84afd7c,0.010705,0.002763,3,0.002763,0.001210,model_v40_1770932049_6a8ffd82,0.001210,tx_validation_model_v40_1770932049_6a8ffd82,0.004550,40,model_v40_1770932049_6a8ffd82,0.004550,f202bf9e50902d9f07c459e0a6971cea54f2d4a3b82f489893bf9bd3b4f42124,4.605794,0,40,10,4.605794,6942,QmZ5PVWeo3jaTarCyU4B9C4Aty7GcDsuFe8FgLPqsDXAD5,,0.332040,model_v3_1770928883_0454ea0e,,9789637,0.332040,QmewB7axxYu4AmTBs4oTgLQDVnykUhnY1gYq2GDV9g6xDi,0.032479,model_v40_1770932049_6a8ffd82,9742513,0.032479,46.774194,4.654066,38.529166,model_v40_1770932049_6a8ffd82,4.654066,39
2546400,33,13343760,86050032,2026-02-12T21:35:38Z,caltech101,true,100,10,10,98.000000,7.700000,0,950272,0.658242,5810823168.000000,5821911040,5799735296,10009742,9856824,2,0.001373,false,0.001373,0.014503,model_v2_1770928801_a84afd7c,0.014503,0.007687,3,0.007687,0.001302,model_v41_1770932132_3d44975c,0.001302,tx_validation_model_v41_1770932132_3d44975c,0.001158,41,model_v41_1770932132_3d44975c,0.001158,80c8e9107b7de6d105403fd34e001a8ce807bb8d91a72031c4db7fce98c48551,4.648254,0,41,10,4.648254,6942,QmTmVHXUv2CMTATTfw6W6kymkDrqx5YHv7Dodqna5xNcx2,,0.334202,,,9789665,0.334202,QmaufsAPCjXKHaqEoYjPDinLHYzd4nV16V1KHRrvYCNsdi,0.029496,model_v41_1770932132_3d44975c,9742271,0.029496,46.658986,4.604118,38.626475,model_v41_1770932132_3d44975c,4.604118,40
3127336,35,13343760,91714336,2026-02-12T21:37:04Z,caltech101,true,100,10,10,98.000000,6.630000,0,831488,0.561022,5743398912.000000,5747183616,5739614208,9980347,9789992,2,0.001321,false,0.001321,0.008178,model_v2_1770928801_a84afd7c,0.008178,0.003873,3,0.003873,0.001435,model_v42_1770932218_4c4c46b5,0.001435,tx_validation_model_v42_1770932218_4c4c46b5,0.001321,42,model_v42_1770932218_4c4c46b5,0.001321,58164cd70212f95e52cff2424bae8e1e86fcd537f9111cbb271f242122f6f5b9,4.540264,0,42,10,4.540264,6942,QmbvRGYtDc8z4LocNRGWBfmgkeqoNWH6Up4d1hLXKYrPdm,parent_weights,0.330793,,model_v2_1770928801_a84afd7c,9788830,0.330793,QmVr9xPhE2ujssAXH5X1RgX8UJgctSxrWRw23Rz61HSayb,0.032695,model_v42_1770932218_4c4c46b5,9741556,0.032695,46.428571,4.801324,38.589268,model_v42_1770932218_4c4c46b5,4.801324,41
707024,38,13343760,97234520,2026-02-12T21:38:25Z,caltech101,true,100,10,10,98.000000,6.720000,0,1142784,0.573586,5843712000.000000,5854191616,5833232384,9984263,9790367,2,0.001533,false,0.001533,0.044284,model_v2_1770928801_a84afd7c,0.044284,0.004698,3,0.004698,0.001392,model_v43_1770932299_5087b082,0.001392,tx_validation_model_v43_1770932299_5087b082,0.001388,43,model_v43_1770932299_5087b082,0.001388,2c54ac4d396f9fa4bd6e13056b2a8009f47b88aa026fc1c9c960cd70f59567e3,4.558131,0,43,10,4.558131,6942,Qmdw6iuAUMfr9ja43sQVjLoJPVjdhiC6QNL14mUvBA6XCJ,,0.329265,,,9789403,0.329265,QmbHmoCQFYPcaYfbGXnN4SR7MVnVLu1yfXNeKH3XrMTboW,0.024016,model_v43_1770932299_5087b082,9741441,0.024016,46.947005,4.754076,39.640799,model_v43_1770932299_5087b082,4.754076,42
1072256,40,13343760,102717984,2026-02-12T21:39:45Z,caltech101,true,100,10,10,98.000000,6.900000,0,1015808,0.593806,5842550784.000000,5861847040,5823254528,10030751,9788981,2,0.001290,false,0.001290,0.000604,model_v2_1770928801_a84afd7c,0.000604,0.005455,3,0.005455,0.001353,model_v44_1770932379_a168d647,0.001353,tx_validation_model_v44_1770932379_a168d647,0.001519,44,model_v44_1770932379_a168d647,0.001519,51c7d655ba6f856a9eeae8f480ee6cdf8e88536674ee751e3b8a18465bdc0011,4.478195,0,44,10,4.478195,6942,QmXSQm2vea1Vc9B1zMJg2drDHjrcQXeAc2z5xcVfofSEut,,0.328971,,,9787294,0.328971,QmefYNviPoWwpTTPF1rMhWWpSQb9f3PhxwAD249UBKCzGH,0.020266,model_v44_1770932379_a168d647,9740307,0.020266,46.543779,4.629561,41.514569,model_v44_1770932379_a168d647,4.629561,43
1922448,42,13343760,108556392,2026-02-12T21:41:04Z,caltech101,true,100,10,10,98.000000,6.330000,0,1052672,0.537855,5817241600.000000,5830561792,5803921408,9995746,9783988,2,,,0.000000,0.000540,model_v1_1770928718_c37d777f,0.000540,0.019786,3,0.019786,0.001388,model_v45_1770932458_8b13e07a,0.001388,tx_validation_model_v45_1770932458_8b13e07a,0.001380,45,model_v45_1770932458_8b13e07a,0.001380,4367fe46376ba39567429c780eae0d22a75f892b8f0e73d0ed24925cf530e36d,4.417156,0,45,10,4.417156,6942,QmbjDjdyL9rBHhZmWznWK6Pf4nyP6TbCvSfK1vt2XT31ZL,,0.322067,,,9788386,0.322067,QmQMa8xa2mnvCagmigwmx4FLSswg5LJuKgRNChhzPC3RpK,0.026536,model_v45_1770932458_8b13e07a,9739174,0.026536,46.716590,4.799294,42.195914,model_v45_1770932458_8b13e07a,4.799294,44
